,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,30.610000000000014,62,1017,Sky is Clear,1437730764,2.06,315,Bologna,2015-07-24 11:39:24,71
1,32.47000000000003,58,1009,light rain,1437734406,1.03,69,Bologna,2015-07-24 12:40:06,71
2,33.64000000000004,54,1008,light rain,1437737961,2.06,28,Bologna,2015-07-24 13:39:21,71
3,33.82000000000005,51,1008,moderate rain,1437741489,2.06,74,Bologna,2015-07-24 14:38:09,71
4,31.870000000000005,52,1008,light rain,1437745126,5.14,201,Bologna,2015-07-24 15:38:46,71
5,31.170000000000016,43,1005,light rain,1437748719,4.63,225,Bologna,2015-07-24 16:38:39,71
6,30.25,61,1006,moderate rain,1437752423,4.11,171,Bologna,2015-07-24 17:40:23,71
7,29.260000000000048,61,1006,moderate rain,1437755950,4.11,171,Bologna,2015-07-24 18:39:10,71
8,30.04000000000002,61,1006,scattered clouds,1437759500,4.11,171,Bologna,2015-07-24 19:38:20,71
9,28.920000000000016,61,1006,scattered clouds,1437763157,4.11,171,Bologna,2015-07-24 20:39:17,71
10,28.760000000000048,61,1006,Sky is Clear,1437766739,4.11,171,Bologna,2015-07-24 21:38:59,71
11,28.730000000000018,61,1006,moderate rain,1437770310,4.11,171,Bologna,2015-07-24 22:38:30,71
12,26.110000000000014,61,1006,moderate rain,1437773938,4.11,171,Bologna,2015-07-24 23:38:58,71
13,26.79000000000002,61,1006,Sky is Clear,1437777484,4.11,171,Bologna,2015-07-25 00:38:04,71
14,26.230000000000018,61,1006,Sky is Clear,1437781183,4.11,171,Bologna,2015-07-25 01:39:43,71
15,25.810000000000002,61,1006,Sky is Clear,1437784753,4.11,171,Bologna,2015-07-25 02:39:13,71
16,25.670000000000016,61,1006,Sky is Clear,1437788326,4.11,171,Bologna,2015-07-25 03:38:46,71
17,24.960000000000036,61,1006,Sky is Clear,1437791941,4.11,171,Bologna,2015-07-25 04:39:01,71
18,25.100000000000023,61,1006,moderate rain,1437795567,4.11,171,Bologna,2015-07-25 05:39:27,71
19,25.25,61,1006,Sky is Clear,1437799170,4.11,171,Bologna,2015-07-25 06:39:30,71
20,25.960000000000036,61,1006,Sky is Clear,1437802712,4.11,171,Bologna,2015-07-25 07:38:32,71
21,27.05000000000001,61,1006,moderate rain,1437806349,4.11,171,Bologna,2015-07-25 08:39:09,71
22,29.32000000000005,61,1006,few clouds,1437809914,4.11,171,Bologna,2015-07-25 09:38:34,71
23,30.78000000000003,61,1006,moderate rain,1437813555,4.11,171,Bologna,2015-07-25 10:39:15,71
