,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,29.100000000000023,74,1015,moderate rain,1436863177,3.1,10,Ravenna,2015-07-14 10:39:37,8
1,29.510000000000048,74,1015,moderate rain,1436866759,3.6,20,Ravenna,2015-07-14 11:39:19,8
2,29.629999999999995,70,1016,moderate rain,1436870511,3.6,40,Ravenna,2015-07-14 12:41:51,8
3,30.170000000000016,37,1015,moderate rain,1436874106,4.63,90,Ravenna,2015-07-14 13:41:46,8
4,30.450000000000045,34,1015,moderate rain,1436877646,3.08,87,Ravenna,2015-07-14 14:40:46,8
5,29.950000000000045,35,1015,moderate rain,1436881330,4.11,79,Ravenna,2015-07-14 15:42:10,8
6,30.470000000000027,66,1015,moderate rain,1436884929,4.1,70,Ravenna,2015-07-14 16:42:09,8
7,29.879999999999995,62,1015,moderate rain,1436888513,4.1,80,Ravenna,2015-07-14 17:41:53,8
8,30.160000000000025,62,1014,moderate rain,1436892135,3.6,90,Ravenna,2015-07-14 18:42:15,8
9,29.100000000000023,66,1014,moderate rain,1436895725,4.1,90,Ravenna,2015-07-14 19:42:05,8
10,28.05000000000001,51,1014,moderate rain,1436899338,2.06,105,Ravenna,2015-07-14 20:42:18,8
11,27.460000000000036,78,1014,Sky is Clear,1436902944,1.5,100,Ravenna,2015-07-14 21:42:24,8
12,26.370000000000005,78,1014,moderate rain,1436906534,0.5,110,Ravenna,2015-07-14 22:42:14,8
13,25.52000000000004,74,1014,moderate rain,1436910151,2.41,116.504,Ravenna,2015-07-14 23:42:31,8
14,24.79000000000002,94,1015,moderate rain,1436913739,1.6099999999999999,145.001,Ravenna,2015-07-15 00:42:19,8
15,24.33000000000004,78,1015,moderate rain,1436917314,1.6099999999999999,145.001,Ravenna,2015-07-15 01:41:54,8
16,24.140000000000043,83,1015,moderate rain,1436920932,1.6099999999999999,145.001,Ravenna,2015-07-15 02:42:12,8
17,23.900000000000034,83,1015,Sky is Clear,1436924427,1.12,155.503,Ravenna,2015-07-15 03:40:27,8
18,23.0,88,1015,Sky is Clear,1436928079,1.12,155.503,Ravenna,2015-07-15 04:41:19,8
19,23.0,83,1015,Sky is Clear,1436931719,1.12,155.503,Ravenna,2015-07-15 05:41:59,8
20,22.49000000000001,83,1015,Sky is Clear,1436935299,1,190,Ravenna,2015-07-15 06:41:39,8
21,22.980000000000018,83,1015,Sky is Clear,1436938883,1.52,126.501,Ravenna,2015-07-15 07:41:23,8
22,25.0,88,1016,Sky is Clear,1436942516,1,250,Ravenna,2015-07-15 08:41:56,8
23,27.49000000000001,69,1016,Sky is Clear,1436945952,2.5700000000000003,99.0009,Ravenna,2015-07-15 09:39:12,8
