,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,28.05000000000001,66,1014,Sky is Clear,1436863176,2.5700000000000003,42.501,Asti,2015-07-14 10:39:36,315
1,29.510000000000048,64,1014,Sky is Clear,1436866759,1.54,263,Asti,2015-07-14 11:39:19,315
2,30.390000000000043,58,1017,Sky is Clear,1436870510,2.6,100,Asti,2015-07-14 12:41:50,315
3,31.100000000000023,54,1017,Sky is Clear,1436874098,2.1,90,Asti,2015-07-14 13:41:38,315
4,33.23000000000002,45,1016,few clouds,1436877645,2.1,120,Asti,2015-07-14 14:40:45,315
5,32.950000000000045,46,1016,few clouds,1436881329,2.1,110,Asti,2015-07-14 15:42:09,315
6,34.31,46,1015,few clouds,1436884929,2.1,100,Asti,2015-07-14 16:42:09,315
7,32.47000000000003,49,1015,few clouds,1436888513,2.1,100,Asti,2015-07-14 17:41:53,315
8,34.28000000000003,46,1015,few clouds,1436892132,1.5,100,Asti,2015-07-14 18:42:12,315
9,31.410000000000025,46,1014,Sky is Clear,1436895723,2.1,240,Asti,2015-07-14 19:42:03,315
10,29.720000000000027,58,1014,Sky is Clear,1436899336,2.1,70,Asti,2015-07-14 20:42:16,315
11,27.680000000000007,62,1015,Sky is Clear,1436902943,1.5,40,Asti,2015-07-14 21:42:23,315
12,26.439999999999998,69,1015,Sky is Clear,1436906532,1.5,30,Asti,2015-07-14 22:42:12,315
13,26.170000000000016,69,1016,Sky is Clear,1436910149,1.5,330,Asti,2015-07-14 23:42:29,315
14,25.210000000000036,78,1014,Sky is Clear,1436913739,0.51,0,Asti,2015-07-15 00:42:19,315
15,24.450000000000045,73,1016,Sky is Clear,1436917311,2.6,350,Asti,2015-07-15 01:41:51,315
16,24.32000000000005,73,1016,Sky is Clear,1436920931,2.6,340,Asti,2015-07-15 02:42:11,315
17,24.24000000000001,73,1016,Sky is Clear,1436924426,2.1,360,Asti,2015-07-15 03:40:26,315
18,24.0,73,1016,Sky is Clear,1436928078,1.5,310,Asti,2015-07-15 04:41:18,315
19,23.0,83,1017,broken clouds,1436931718,0.5,0,Asti,2015-07-15 05:41:58,315
20,23.0,78,1017,scattered clouds,1436935298,3.1,350,Asti,2015-07-15 06:41:38,315
21,25.0,73,1017,few clouds,1436938882,1.5,330,Asti,2015-07-15 07:41:22,315
22,27.0,65,1017,few clouds,1436942516,0.5,0,Asti,2015-07-15 08:41:56,315
23,27.0,65,1017,Sky is Clear,1436945951,2.1,50,Asti,2015-07-15 09:39:11,315
