,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,29.82000000000005,48,1011,few clouds,1437730757,3.6,90,Piacenza,2015-07-24 11:39:17,200
1,31.220000000000027,52,1006,Sky is Clear,1437734399,3.08,55,Piacenza,2015-07-24 12:39:59,200
2,32.56,45,1010,Sky is Clear,1437737956,3.1,80,Piacenza,2015-07-24 13:39:16,200
3,33.03000000000003,40,1009,few clouds,1437741482,3.6,130,Piacenza,2015-07-24 14:38:02,200
4,33.73000000000002,38,1009,Sky is Clear,1437745121,3.6,130,Piacenza,2015-07-24 15:38:41,200
5,33.920000000000016,38,1008,Sky is Clear,1437748712,2.6,0,Piacenza,2015-07-24 16:38:32,200
6,32.23000000000002,55,1003,thunderstorm with light rain,1437752414,7.71,154,Piacenza,2015-07-24 17:40:14,200
7,29.640000000000043,41,1007,thunderstorm with rain,1437755943,4.1,150,Piacenza,2015-07-24 18:39:03,200
8,31.08000000000004,48,1008,few clouds,1437759494,4.1,180,Piacenza,2015-07-24 19:38:14,200
9,29.090000000000032,54,1007,thunderstorm,1437763150,1.5,210,Piacenza,2015-07-24 20:39:10,200
10,27.200000000000045,54,1007,scattered clouds,1437766731,0.5,0,Piacenza,2015-07-24 21:38:51,200
11,27.0,64,1003,Sky is Clear,1437770305,0.51,114,Piacenza,2015-07-24 22:38:25,200
12,26.560000000000002,54,1008,scattered clouds,1437773931,2.6,140,Piacenza,2015-07-24 23:38:51,200
13,25.0,70,1003,few clouds,1437777478,2.11,231.002,Piacenza,2015-07-25 00:37:58,200
14,24.75,61,1008,scattered clouds,1437781174,2.1,350,Piacenza,2015-07-25 01:39:34,200
15,25.010000000000048,53,1008,proximity thunderstorm,1437784743,6.2,30,Piacenza,2015-07-25 02:39:03,200
16,24.129999999999995,53,1008,thunderstorm,1437788318,2.6,10,Piacenza,2015-07-25 03:38:38,200
17,21.970000000000027,83,1010,moderate rain,1437791933,3.6,20,Piacenza,2015-07-25 04:38:53,200
18,21.960000000000036,88,1008,moderate rain,1437795559,1.5,10,Piacenza,2015-07-25 05:39:19,200
19,21.879999999999995,100,1008,light rain,1437799162,2.1,240,Piacenza,2015-07-25 06:39:22,200
20,21.49000000000001,94,1009,light rain,1437802707,1.5,200,Piacenza,2015-07-25 07:38:27,200
21,22.54000000000002,88,1009,light rain,1437806342,0.5,0,Piacenza,2015-07-25 08:39:02,200
22,24.060000000000002,73,1009,light rain,1437809907,1,0,Piacenza,2015-07-25 09:38:27,200
23,25.710000000000036,94,1008,Sky is Clear,1437813549,3.1,340,Piacenza,2015-07-25 10:39:09,200
